recordID,Resource Assignment,Edit_ResourceDetails,R1,R2,R3,R4,Assignments_T1,Assignments_T2,Assignments_T3,ImageFORMULA,Shared_RollUp_Rotation 1,Shared_RollUp_Rotation 2,Shared_RollUp_Rotation 3,Shared_RollUp_Rotation 4,Resource_Key,Sort_ID,Grade_Filter,Resource_Information_Text,Scope,Link 1 url,Link 2 url,Link 1 text,Link 2 text,Edit_ResourceAssignmentsURL(R1),Edit_ResourceAssignmentsURL(R2),Edit_ResourceAssignmentsURL(R3),Edit_ResourceAssignmentsURL(R4)
recJxcDGdpaGJFEhK,002.002.000*Johnny Tremain->General Lit.: Grade 5-6,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recooSa9wGJeZDerH,,R2,,,,Johnny Tremain (Full Term),,,,"General Lit.: Grade 4
General Lit.: Grade 5-6",,,002.002.000,011.001.005.005.002.000,"G5, G6,","Johnny Tremain by Esther Forbes
ISBN/ASIN 978-0547614328 
Alternate Formats: Ebook, Audiobook

➜ RATIONALE: Fourteen-year-old Johnny Tremain, an apprentice silversmith with a bright future ahead of him, injures his hand in a tragic accident, forcing him to look for other work. In his new job as a horse-boy, riding for the patriotic newspaper The Boston Observer, and as a messenger for the Sons of Liberty, he encounters John Hancock, Samuel Adams, and Dr. Joseph Warren.  Soon, Johnny is involved in the pivotal events of the American Revolution, from the Boston Tea Party to the first shots fired at Lexington.",Term 2,https://a.co/d/apiw6S6,https://bookshop.org/a/90084/9780547614328,Option 1,Option 2,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recQQsk2sBVfYYLiA?home=pag5Pf79xsyOIdvDI,,
recTVTZeyvbL5KC9r,003.001.000*Selected Essays->General Lit.: Grade 5-6,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=rec6CrOkdPi754Lin,R1,,,,,,Selected Essays,,,,,,003.001.000,011.001.005.005.003.000,"G5, G6,",Selected Essays,Term 3,,,,,,,,
recN2786qUIvwIGwi,003.002.000*Treasure Island->General Lit.: Grade 5-6,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recnNW1IzoTOjSTss,,R2,,,,,Treasure Island (Full Term),,,"General Lit.: Grade 5-6
General Lit: Grades 7-8",,,003.002.000,011.001.005.005.003.000,"G5, G6,","Treasure Island by Robert Louis Stevenson
ISBN/ASIN 978-1789431025 
Alternate Formats: Ebook, Audiobook

➜ RATIONALE: A swashbuckling pirate adventure story loosely set in the 1700s, Treasure Island tells of young Jim Hawkins, who, through disconcerting circumstances, finds himself in possession of a treasure map. When he shows it to a local squire, they decide to set out to follow it. However, unbeknownst to them, they have made the mistake of hiring the infamous pirate Long John Silver as part of their crew!

NOTE: Grades 7-8 should choose this OR the Celebrated Cases of Judge Dee",Term 3,https://a.co/d/2RZRehE,https://www.gutenberg.org/files/120/120-h/120-h.htm,Option 1,Free,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recQQsk2sBVfYYLiA?home=pag5Pf79xsyOIdvDI,,
recxl90j74jUg2OEO,001.001.000*Beowulf: An Illustrated Edition translated->Lit./Mythology: Grades 7-8,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recok0UraZJDNgBwv,R1,,,,Beowulf: An Illustrated Edition translated,,,,"General Lit.: Grades 9-10
Lit./Mythology: Grades 7-8",,,,001.001.000,011.001.007.003.001.000,"G7, G8,","Beowulf: An Illustrated Edition translated by Seamus Heaney
ISBN/ASIN 978-0393330106 

➜ RATIONALE: One of the earliest English texts, Beowulf is the epic tale of the Scandinavian hero who saves the Danes from the monster Grendel. This translation and edition is readable, linguistically rich, and includes illustrations and pictures of artifacts that students can use for their Book of Centuries. 


NOTE: An audiobook is also available from Audible",Term 1,https://www.amazon.com/Beowulf-Illustrated-Seamus-Heaney/dp/0393330109,https://www.christianbook.com/Christian/Books/product?event=AFF&amp;p=1226126&amp;item_no=330106,Option 1,Option 2,,,,
recfZ5SKp0cOrU3KH,001.002.000*Black Ships Before Troy: The Story of 'The Iliad'->Lit./Mythology: Grades 7-8,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=reckLyO3Ws931FFdg,,R2,,,Black Ships Before Troy: The Story of 'The Iliad' (Full Term - with selections from the Iliad),,,,,"Lit./Mythology: Grade 5-6
Lit./Mythology: Grades 7-8",,,001.002.000,011.001.007.003.001.000,"G7, G8,","Black Ships Before Troy: The Story of 'The Iliad' by Rosemary Sutcliff
ISBN/ASIN 978-0553494839 

➜ RATIONALE: Sutcliff tells the story of the Trojan War with delightful literary style.

NOTE: The Option 1 link goes to an affordable paperback version of this book, and the Option 2 link features a lovely hardback version with beautiful illustrations. Lesson plans will refer to page numbers from the paperback but include chapter titles and start/stop text so that you are free to choose the version that works for you.",Term 1,https://a.co/d/anJvUyK,https://www.amazon.com/Black-Ships-Before-Rosemary-Sutcliff/dp/1847809952/,Option 1,Option 2,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recPoDy6Y5nzOcjvn?home=pag5Pf79xsyOIdvDI,,
rectevkSEWuxqkPLr,001.003.000*The Story of the Amistad->Lit./Mythology: Grades 7-8,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recmayDVcm6Bvu9j8,,,R3,,The Story of the Amistad (Full Term),,,,,,,,001.003.000,011.001.007.003.001.000,"G7, G8,","The Story of the Amistad by Emma Gelders Sterne
ISBN/ASIN 978-0486415376 
Alternate Formats: Ebook

➜ RATIONALE: This is the gripping true story of the 1839 uprising on the sea and the high-profile trial that followed. Were the Africans murderous mutineers and the rightful property of Spain, or were they free men taken illegally from their homes and only defending themselves?",Term 1,https://a.co/d/edrKMw0,https://bookshop.org/a/90084/9780486415376,Option 1,Option 2,,,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recCQuj3cZ8Hd8QF8?home=pag8nmiUVfXJRZFLW,
rec2unsjzLzaKNuBm,001.003.000*At the Back of the North Wind (Everyman's Library Edition)->Lit./Mythology: Grades 7-8,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recuXHJO970Y5iq83,,,R3,,At the Back of the North Wind (Everyman's Library Edition) (Full Term),,,,,,,,001.003.000,011.001.007.003.001.000,"G7, G8,","At the Back of the North Wind (Everyman's Library Edition) by George MacDonald
ISBN/ASIN 978-0375413353 
Alternate Formats: Ebook

➜ RATIONALE: In this Victorian fairy tale, MacDonald explores the themes of social injustice and the role of death in our lives. This edition includes the original illustrations.",Term 1,https://a.co/d/aot57Fv,https://archive.org/details/atbackofnorthwin00macd/mode/2up,Option 1,Free,,,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recCQuj3cZ8Hd8QF8?home=pag8nmiUVfXJRZFLW,
recbtDrUelpmMNMdQ,002.001.000*Stories from Chaucer Retold From The Canterbury Tales->Lit./Mythology: Grades 7-8,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recftj1c68q4J69Lc,R1,,,,,Stories from Chaucer Retold From The Canterbury Tales,,,,,,,002.001.000,011.001.007.003.002.000,"G7, G8,","Stories from Chaucer Retold From The Canterbury Tales by Joseph Walker McSpadden

➜ RATIONALE: An age-appropriate enjoyable collection to introduce students to some of Chaucer's most famous tales.",Term 2,https://archive.org/details/in.ernet.dli.2015.34406/page/n7/mode/2up,,Free,,,,,
recCbB7LuRKIEbyWe,002.001.000*Selected Essays->Lit./Mythology: Grades 7-8,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recch2GxTMkf8skJH,R1,,,,,Selected Essays,,,,,,,002.001.000,011.001.007.003.002.000,"G7, G8,",Selected Essays,Term 2,,,,,,,,
recUmNkzfHmygaeJd,002.001.000*Sunjata: Warrior King of Mali->Lit./Mythology: Grades 7-8,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recRdNWMjNbIBpogZ,R1,,,,,Sunjata: Warrior King of Mali,,,"World History: Grades 11-12
Lit./Mythology: Grades 7-8",,,,002.001.000,011.001.007.003.002.000,"G7, G8,","Sunjata: Warrior King of Mali by Justine Fontes, Ron Fontes, Sandy Carruthers
ISBN/ASIN 1580138918 

➜ RATIONALE: A young hero who overcame the unthinkable rises to unite his people. Weak and silent, young Sunjata is unable to walk, unable even to pull a bow. But a prophesy foretold that his mother would bear a son who will become the mansa of all the Mande people―the greatest king ever to rule. Sunjata rounds out Grade 7-8 students' study of mythology by introducing them to this ancient story from Western Africa through the authors' carefully researched storytelling and visuals. For Grades 11-12, this book serves as an introduction to orient students to the fuller narrative. 


NOTE: Budget tip: This book will be read over only a few lessons, so is an ideal title to get from the library.",Term 2,https://www.amazon.com/Sunjata-Warrior-African-Graphic-Legends/dp/1580138918,https://bookshop.org/a/90084/9781580138918,Option 1,Option 2,,,,
recvPunlUe1jW5pqm,002.002.000*Rip Van Winkle & The Legend of Sleepy Hollow->Lit./Mythology: Grades 7-8,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recHEHw0Uy1rZRaDj,,R2,,,,Rip Van Winkle & The Legend of Sleepy Hollow (Partial Term - with Primary Source documents),,,,,,,002.002.000,011.001.007.003.002.000,"G7, G8,","Rip Van Winkle & The Legend of Sleepy Hollow by Washington Irving
ISBN/ASIN 978-1952433221 
Alternate Formats: Ebook, Audiobook

➜ RATIONALE: Rip Van Winkle lives in Colonial New York. One day, he falls asleep - and stays asleep for 20 years. When he finally wakes, he literally finds himself in a different country, because he has missed the entire American Revolution! A classic tale from an American author born just before the turn of the 19th century.

➜ May sub any unabridged version of Rip Van Winkle (the Legend of Sleepy Hollow is not assigned in the lesson plans).",Term 2 (Partial Term),https://a.co/d/9YGX3yf,https://archive.org/details/ripvanwinkleslee00irvi,Option 1,Free,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recPoDy6Y5nzOcjvn?home=pag5Pf79xsyOIdvDI,,
rec22wHtp5j3L34tf,002.003.000*Across Five Aprils->Lit./Mythology: Grades 7-8,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recizBRPubb80UUJk,,,R3,,,Across Five Aprils (Full Term),,,,,,,002.003.000,011.001.007.003.002.000,"G7, G8,","Across Five Aprils by Irene Hunt
ISBN/ASIN 978-0425182789 
Alternate Formats: Ebook, Audiobook

➜ RATIONALE: This is a gripping story about a family that is torn between the Union and Confederate causes--a common experience during the time. As relatives take up arms on opposing sides, the ones left behind can only wonder if such a fracture can ever heal.

NOTE: Available on Learning Ally with Audio.",Term 2,https://a.co/d/dKmQ58K,https://www.christianbook.com/Christian/Books/product?event=AFF&amp;p=1226126&amp;item_no=182789,Option 1,Option 2,,,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recCQuj3cZ8Hd8QF8?home=pag8nmiUVfXJRZFLW,
recPpzT7aGseG61Sl,002.003.000*Little Women (Part 1)->Lit./Mythology: Grades 7-8,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=rec8oemEyLSCeLUEf,,,R3,,,Little Women (Part 1) (Full Term),,,,,,,002.003.000,011.001.007.003.002.000,"G7, G8,","Little Women (Part 1) by Louisa May Alcott
ISBN/ASIN 978-0147514011 
Alternate Formats: Audiobook

➜ RATIONALE: Although this book is set during the Civil War and the family patriarch is off serving with the Union army, the story does not center on it. Instead, it follows four sisters as they grow and learn to live full and happy lives.

NOTE: Available on Learning Ally with Audio.",Term 2,https://a.co/d/3jBc8Tf,https://www.christianbook.com/Christian/Books/product?event=AFF&amp;p=1226126&amp;item_no=514016,Option 1,Option 2,,,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recCQuj3cZ8Hd8QF8?home=pag8nmiUVfXJRZFLW,
recJwkQGQKPG2UOKn,003.001.000*Seven Daughters and Seven Sons->Lit./Mythology: Grades 7-8,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=rec1h8gmAly3xwj0z,R1,,,,,,Seven Daughters and Seven Sons,,"Lit./Mythology: Grades 7-8
General Lit.: Grades 9-10",,,,003.001.000,011.001.007.003.003.000,"G7, G8,","Seven Daughters and Seven Sons by Barbara Cohen, Bahija Lovejoy
ISBN/ASIN 978-0688135638 

➜ RATIONALE: Based on an Iraqi folk tale, this beautiful story takes students into the tents and caravans of merchants from Damascus to Baghdad, Tyre, and Sidon.  Told from the perspective of several different characters, the book is also a poignant story about friendship, personhood, and love.

NOTE: ALERT: Sensitive content. Lesson plans will provide guidance.",Term 3,https://www.amazon.com/Seven-Daughters-Sons-Barbara-Cohen/dp/0688135633,https://bookshop.org/a/90084/9780688135638,Option 1,Option 2,,,,
recEvlcIHSD2YIwGJ,003.003.000*Thunder Rolling in the Mountains->Lit./Mythology: Grades 7-8,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recpgMKuIOOxo6sJL,,,R3,,,,Thunder Rolling in the Mountains (Full Term),,,,,,003.003.000,011.001.007.003.003.000,"G7, G8,","Thunder Rolling in the Mountains by Scott O'Dell
ISBN/ASIN 978-0547406282 
Alternate Formats: Ebook, Audiobook

➜ RATIONALE: As Americans settled farther and further west, conflicts with the indigenous people escalated to a point of crisis. This is the true story of the Nez Perce and Chief Joseph, who were ordered to leave their land and move to a reservation.

NOTE: Available on Learning Ally with Audio.",Term 3,https://a.co/d/6Xz6Enp,https://bookshop.org/a/90084/9780547406282,Option 1,Option 2,,,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recCQuj3cZ8Hd8QF8?home=pag8nmiUVfXJRZFLW,
recqfv53Ov2Z7pjah,003.003.000*Around the World in Eighty Days->Lit./Mythology: Grades 7-8,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recmhh5u13vl3vJoH,,,R3,,,,Around the World in Eighty Days (Full Term),,,,,,003.003.000,011.001.007.003.003.000,"G7, G8,","Around the World in Eighty Days by Jules Verne
ISBN/ASIN 979-8741663370 

➜ RATIONALE: This story captures the pervading spirit of the Victorian age and offers opportunity to discuss ideas such as excitement over technological advances, the pride of colonialism, and the worship of science and empiricism.

NOTE: Available on Learning Ally with Audio.",Term 3,https://a.co/d/18oeMkm,,Option 1,,,,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recCQuj3cZ8Hd8QF8?home=pag8nmiUVfXJRZFLW,
recaF8aow2blo2Kq1,003.002.000*Nearer My Freedom: The Interesting Life of Olaudah Equiano by Himself->Lit./Mythology: Grades 7-8,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recfHVlYIvisbjRdn,,R2,,,,,Nearer My Freedom: The Interesting Life of Olaudah Equiano by Himself (Full Term),,,"Lit./Mythology: Grade 5-6
Lit./Mythology: Grades 7-8",,,003.002.000,011.001.007.003.003.000,"G7, G8,","Nearer My Freedom: The Interesting Life of Olaudah Equiano by Himself by Monica Edinger & Lesley Younge
ISBN/ASIN 978-1728464077 
Alternate Formats: Ebook, Audiobook

➜ RATIONALE: Nearer My Freedom retells Equiano’s remarkable life story in found verse, shaping his own words into striking and accessible poetry. Supplemented with detailed and illuminating annotations, authors Monica Edinger and Lesley Younge offer a fresh means to engage with one of the most famous texts of the abolition movement.",Term 3,https://a.co/d/amSQIIP,https://bookshop.org/a/90084/9781728464077,Option 1,Option 2,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recPoDy6Y5nzOcjvn?home=pag5Pf79xsyOIdvDI,,
recFzNMDcxiUVhczY,001.001.000*Runner in the Sun->General Lit: Grades 7-8,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=rechazcsZZXBxiGI7,R1,,,,Runner in the Sun,Runner in the Sun,,,,,,,001.001.000,011.001.007.006.001.000,"G7, G8,","Runner in the Sun by D'Arcy McNickle
ISBN/ASIN 978-0826309747 

➜ RATIONALE: This novel of pre-Hispanic Native American life in the Southwest tells the coming-of-age story of Salt, a young Pueblo boy, as he seeks to save his village from disaster. ","Term 1
Term 2",https://www.amazon.com/Runner-Sun-Books-DArcy-McNickle/dp/0826309747,https://bookshop.org/a/90084/9780826309747,Option 1,Option 2,,,,
recOvpvqtY5vl0Fym,001.002.000*Calico Captive->General Lit: Grades 7-8,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=rec0CcVn1jlByVss2,,R2,,,Calico Captive (Full Term),,,,,,,,001.002.000,011.001.007.006.001.000,"G7, G8,","Calico Captive by Elizabeth George Speare
ISBN/ASIN 978-0618150762 
Alternate Formats: Ebook, Audiobook

➜ RATIONALE: This book, loosely based on a real diary, tells the story of Miriam, who finds herself captured by Native Americans during the French and Indian War. She is taken to Montreal, where she meets the prominent Du Quesne family. It is a coming of age story chosen for its captivating storytelling and ability to pique students' curiosity about other times and places.",Term 1,https://a.co/d/7FsiYHf,https://bookshop.org/a/90084/9780618150762,Option 1,Option 2,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recV865tJAHB4xqpc?home=pag5Pf79xsyOIdvDI,,
recFzeiDZXTz4KBxh,002.001.000*The King's Fifth->General Lit: Grades 7-8,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recuFFJKp2SeNHqq2,R1,,,,,The King's Fifth,The King's Fifth,,"General Lit: Grades 7-8
General Lit.: Grades 9-10",,,,002.001.000,011.001.007.006.002.000,"G7, G8,","The King's Fifth by Scott O'Dell
ISBN/ASIN 978-0618747832 

➜ RATIONALE: This piece of suspenseful historical fiction takes students into the world of the conquistadors with Esteban, a seventeen-year-old cartographer.","Term 2
Term 3",https://www.amazon.com/Kings-Fifth-Scott-ODell/dp/0618747834,https://bookshop.org/a/90084/9780618747832,Option 1,Option 2,,,,
recnr9VyJncrIzI6T,002.002.000*My Brother Sam Is Dead->General Lit: Grades 7-8,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recz5jmsk2QxvOOL7,,R2,,,,My Brother Sam Is Dead (Full Term),,,,"General Lit.: Grades 9-10
General Lit: Grades 7-8",,,002.002.000,011.001.007.006.002.000,"G7, G8,","My Brother Sam Is Dead by James Lincoln Collier
ISBN/ASIN 978-0439783606 
Alternate Formats: Ebook, Audiobook

➜ RATIONALE: This riveting and sobering story introduces students to Tim Meeker, whose brother Sam enlists in the American Army and whose father supports the British. Based on real events and people, the narrative helps students struggle with the complexity of the American Revolution and it's cost and necessity.

➜ May sub Johnny Tremain (see Grades 5-6 booklist) if students are likely to struggle with the more challenging content and a few violent and disturbing scenes in My Brother Sam is Dead.",Term 2,https://www.amazon.com/dp/0439783607?ref_=cm_sw_r_ffobk_cp_ud_dp_VYBF9EY71QN8AME5VJ7P&skipTwisterOG=1&bestFormat=true&newOGT=1,https://bookshop.org/a/90084/9780439783606,Option 1,Option 2,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recV865tJAHB4xqpc?home=pag5Pf79xsyOIdvDI,,
recKLKu3o8dpepxhM,003.002.000*Celebrated Cases of Judge Dee->General Lit: Grades 7-8,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recPnjz5YNoeoMdX4,,R2,,,,,Celebrated Cases of Judge Dee (Full Term - Choose this OR Treasure Island),,,"General Lit.: Grades 9-10
General Lit: Grades 7-8",,,003.002.000,011.001.007.006.003.000,"G7, G8,","Celebrated Cases of Judge Dee by Robert Van Gulik
ISBN/ASIN 978-0486233376 
Alternate Formats: Audiobook

➜ RATIONALE: Despite the unfortunate cover image which you may want to edit, this book is a engaging novel featuring three interconnected detective mysteries written by an anonymous author in the eighteen century, over a hundred years before Sherlock Holmes! These stories were selected by the translator Robert Van Gulik because of their accessibility and interest to an English-speaking audience as well as their literary, historical, and moral depth. An expert on the Chinese legal code, Van Gulik portrays the customs of the time authentically but with sensitivity (witnesses were sometimes tortured to encourage confessions) and includes a helpful overview of the Chinese detective genre in his introduction. Morally, the story centers on Judge Dee who is faced with quandaries about how to uphold justice, treat everyone with respect and fairness, and live virtuously as a person both in authority and under authority - giving students a positive example to admire while also challenging their cultural norms.

NOTE: Grades 7-8 students may choose this book OR Treasure Island.",Term 3,https://www.amazon.com/dp/0486233375?ref_=cm_sw_r_ffobk_cp_ud_dp_8TRAZ0APDCHPQBMRW6E2&skipTwisterOG=1&bestFormat=true&newOGT=1,https://bookshop.org/a/90084/9780486233376,Option 1,Option 2,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recV865tJAHB4xqpc?home=pag5Pf79xsyOIdvDI,,
recGHFzrXlFABkS5A,003.002.000*Treasure Island->General Lit: Grades 7-8,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recnNW1IzoTOjSTss,,R2,,,,,Treasure Island (Full Term - Choose this OR Celebrated Cases),,,"General Lit.: Grade 5-6
General Lit: Grades 7-8",,,003.002.000,011.001.007.006.003.000,"G7, G8,","Treasure Island by Robert Louis Stevenson
ISBN/ASIN 978-1789431025 
Alternate Formats: Ebook, Audiobook

➜ RATIONALE: A swashbuckling pirate adventure story loosely set in the 1700s, Treasure Island tells of young Jim Hawkins, who, through disconcerting circumstances, finds himself in possession of a treasure map. When he shows it to a local squire, they decide to set out to follow it. However, unbeknownst to them, they have made the mistake of hiring the infamous pirate Long John Silver as part of their crew!

NOTE: Grades 7-8 should choose this OR the Celebrated Cases of Judge Dee",Term 3,https://a.co/d/2RZRehE,https://www.gutenberg.org/files/120/120-h/120-h.htm,Option 1,Free,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recV865tJAHB4xqpc?home=pag5Pf79xsyOIdvDI,,
rec4lQ9YpOdD0HyVC,001.001.000*English Literature for Boys and Girls->History of Lit.: Grades 9-11,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=rec0oGsLUHcktbS7b,R1,,,,English Literature for Boys and Girls,English Literature for Boys and Girls,English Literature for Boys and Girls,,"History of Lit.: Grades 9-11
History of Lit.: Grade 12",,"History of Lit.: Grades 9-11
History of Lit.: Grade 12",,001.001.000,011.001.009.000.001.000,"G9, G10, G11,","English Literature for Boys and Girls by H.E. Marshall
ISBN/ASIN 978-1599150895 
Alternate Formats: Ebook, Audiobook

➜ RATIONALE: A delightful introduction to the writers of English literature whose works hold the greatest appeal for the youthful reader. The life and personality of each author is given in outline, with enough material quoted from key works to give an idea of the text.

NOTE: Selections used across multiple rotations.","Term 1
Term 2
Term 3",https://yesterdaysclassics.com/books/english-literature-for-boys-and-girls-by-h-e-marshall/,https://archive.org/details/englishliteratur00mars,Option 1,Free,,,,
recwe8GapzCDrQB93,001.001.000*The Portable Medieval Reader->History of Lit.: Grades 9-11,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=rec9rwROLTRqQ28yK,R1,,,,The Portable Medieval Reader,The Portable Medieval Reader,,,"General Lit.: Grades 11-12
World History: Grades 9-10
World History: Grades 11-12
History of Lit.: Grades 9-11
History of Lit.: Grade 12",,,,001.001.000,011.001.009.000.001.000,"G9, G10, G11,","The Portable Medieval Reader by James Bruce Ross & Mary Martin McLaughlin
ISBN/ASIN 978-0140150469 

➜ RATIONALE: This anthology assembles an entire chorus of those voices—of kings, warriors, prelates, merchants, artisans, chroniclers, and scholars—that together convey a lively, intimate impression of a world that might otherwise seem immeasurably alien.","Term 1
Term 2",https://www.amazon.com/Portable-Medieval-Reader-Library/dp/0140150463,https://bookshop.org/a/90084/9780140150469,Option 1,Option 2,,,,
recgWcVYD6aSrrXht,001.003.000*American Literature->History of Lit.: Grades 9-11,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=rec3R4IiED1XO1HFQ,,,R3,,American Literature (Selections),American Literature (Selections),American Literature (Selections),,,,"History of Lit.: Grades 9-11
History of Lit.: Grade 12",,001.003.000,011.001.009.000.001.000,"G9, G10, G11,","American Literature by William Long
ISBN/ASIN 978-1314790955 
Alternate Formats: Ebook

➜ RATIONALE: A helpful chronological look at American Literature and authors.

NOTE: Selections used across multiple rotations.","Term 1 (Selections)
Term 2 (Selections)
Term 3 (Selections)",https://a.co/d/aKREZZF,https://archive.org/details/americanliteratu00long,Option 1,Free,,,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recO5HMbob1brG7nG?home=pag8nmiUVfXJRZFLW,
recjP0hpMiE6hdiyO,001.003.000*English Literature for Boys and Girls->History of Lit.: Grades 9-11,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=rec0oGsLUHcktbS7b,,,R3,,English Literature for Boys and Girls (Selections),,English Literature for Boys and Girls (Selections),,"History of Lit.: Grades 9-11
History of Lit.: Grade 12",,"History of Lit.: Grades 9-11
History of Lit.: Grade 12",,001.003.000,011.001.009.000.001.000,"G9, G10, G11,","English Literature for Boys and Girls by H.E. Marshall
ISBN/ASIN 978-1599150895 
Alternate Formats: Ebook, Audiobook

➜ RATIONALE: A delightful introduction to the writers of English literature whose works hold the greatest appeal for the youthful reader. The life and personality of each author is given in outline, with enough material quoted from key works to give an idea of the text.

NOTE: Selections used across multiple rotations.","Term 1 (Selections)
Term 3 (Selections)",https://yesterdaysclassics.com/books/english-literature-for-boys-and-girls-by-h-e-marshall/,https://archive.org/details/englishliteratur00mars,Option 1,Free,,,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recO5HMbob1brG7nG?home=pag8nmiUVfXJRZFLW,
recuj7xWogGVpflGq,"001.003.000*American National Writers: Irving, Simms, Kennedy, Harper, Hawthorne, Harte, Twain->History of Lit.: Grades 9-11",https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recMvWEV59XHOitVG,,,R3,,"American National Writers: Irving, Simms, Kennedy, Harper, Hawthorne, Harte, Twain","American National Writers: Irving, Simms, Kennedy, Harper, Hawthorne, Harte, Twain","American National Writers: Irving, Simms, Kennedy, Harper, Hawthorne, Harte, Twain",,,,"History of Lit.: Grades 9-11
History of Lit.: Grade 12",,001.003.000,011.001.009.000.001.000,"G9, G10, G11,","American National Writers: Irving, Simms, Kennedy, Harper, Hawthorne, Harte, Twain by Various Writers
Alternate Formats: Ebook
NOTE: PDFs included in the Lesson plans.","Term 1
Term 2
Term 3",,,,,,,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recO5HMbob1brG7nG?home=pag8nmiUVfXJRZFLW,
